Indicators,Period,State,Gender,Age ,Data Source,Program Area,Values
Prevalence of stunting among under 5 children,2018,Niger,All,All,NNHS,RMNCH+N,37
Prevalence of stunting among under 5 children,2018,Ogun,All,All,NNHS,RMNCH+N,18
Prevalence of stunting among under 5 children,2018,Ondo,All,All,NNHS,RMNCH+N,216
Prevalence of stunting among under 5 children,2018,Osun,All,All,NNHS,RMNCH+N,116
Prevalence of stunting among under 5 children,2018,Oyo,All,All,NNHS,RMNCH+N,117
Prevalence of stunting among under 5 children,2018,Rivers,All,All,NNHS,RMNCH+N,243
Prevalence of stunting among under 5 children,2018,Sokoto,All,All,NNHS,RMNCH+N,10
Prevalence of stunting among under 5 children,2018,Taraba,All,All,NNHS,RMNCH+N,158
Prevalence of stunting among under 5 children,2018,Yobe,All,All,NNHS,RMNCH+N,130
Prevalence of stunting among under 5 children,2018,Zamfara,All,All,NNHS,RMNCH+N,15
Prevalence of stunting among under 5 children,2018,North-Central,All,All,NNHS,RMNCH+N,158
Prevalence of stunting among under 5 children,2018,North-East,All,All,NNHS,RMNCH+N,60
Prevalence of stunting among under 5 children,2018,North-West,All,All,NNHS,RMNCH+N,23
Prevalence of stunting among under 5 children,2018,South-East,All,All,NNHS,RMNCH+N,124
Prevalence of stunting among under 5 children,2018,South-South,All,All,NNHS,RMNCH+N,52
Prevalence of stunting among under 5 children,2018,South-West,All,All,NNHS,RMNCH+N,143
Underweight prevalence among under 5 children,2018,National,All,All,NNHS,RMNCH+N,236
Underweight prevalence among under 5 children,2018,Abia,All,All,NNHS,RMNCH+N,181
Underweight prevalence among under 5 children,2018,Adamawa,All,All,NNHS,RMNCH+N,20
Underweight prevalence among under 5 children,2018,Akwa Ibom,All,All,NNHS,RMNCH+N,66
Underweight prevalence among under 5 children,2018,Anambra,All,All,NNHS,RMNCH+N,20
Underweight prevalence among under 5 children,2018,Bauchi,All,All,NNHS,RMNCH+N,14
Underweight prevalence among under 5 children,2018,Bayelsa,All,All,NNHS,RMNCH+N,156
Underweight prevalence among under 5 children,2018,Benue,All,All,NNHS,RMNCH+N,129
Underweight prevalence among under 5 children,2018,Borno,All,All,NNHS,RMNCH+N,196
Underweight prevalence among under 5 children,2018,Cross River,All,All,NNHS,RMNCH+N,119
Underweight prevalence among under 5 children,2018,Delta,All,All,NNHS,RMNCH+N,198
Underweight prevalence among under 5 children,2018,Ebonyi,All,All,NNHS,RMNCH+N,66
Underweight prevalence among under 5 children,2018,Edo,All,All,NNHS,RMNCH+N,73
Underweight prevalence among under 5 children,2018,Ekiti,All,All,NNHS,RMNCH+N,33
Underweight prevalence among under 5 children,2018,Enugu,All,All,NNHS,RMNCH+N,31
Underweight prevalence among under 5 children,2018,FCT,All,All,NNHS,RMNCH+N,65
Underweight prevalence among under 5 children,2018,Gombe,All,All,NNHS,RMNCH+N,70
Underweight prevalence among under 5 children,2018,Imo,All,All,NNHS,RMNCH+N,157
Underweight prevalence among under 5 children,2018,Jigawa,All,All,NNHS,RMNCH+N,118
Underweight prevalence among under 5 children,2018,Kaduna,All,All,NNHS,RMNCH+N,98
Underweight prevalence among under 5 children,2018,Kano,All,All,NNHS,RMNCH+N,23
Underweight prevalence among under 5 children,2018,Katsina,All,All,NNHS,RMNCH+N,172
Underweight prevalence among under 5 children,2018,Kebbi,All,All,NNHS,RMNCH+N,236
Underweight prevalence among under 5 children,2018,Kogi,All,All,NNHS,RMNCH+N,215
Underweight prevalence among under 5 children,2018,Kwara,All,All,NNHS,RMNCH+N,245
Underweight prevalence among under 5 children,2018,Lagos,All,All,NNHS,RMNCH+N,69
Underweight prevalence among under 5 children,2018,Nasarawa,All,All,NNHS,RMNCH+N,237
Underweight prevalence among under 5 children,2018,Niger,All,All,NNHS,RMNCH+N,108
Underweight prevalence among under 5 children,2018,Ogun,All,All,NNHS,RMNCH+N,59
Underweight prevalence among under 5 children,2018,Ondo,All,All,NNHS,RMNCH+N,31
Underweight prevalence among under 5 children,2018,Osun,All,All,NNHS,RMNCH+N,147
Underweight prevalence among under 5 children,2018,Oyo,All,All,NNHS,RMNCH+N,122
Underweight prevalence among under 5 children,2018,Plateau,All,All,NNHS,RMNCH+N,167
Underweight prevalence among under 5 children,2018,Rivers,All,All,NNHS,RMNCH+N,52
Underweight prevalence among under 5 children,2018,Sokoto,All,All,NNHS,RMNCH+N,168
Underweight prevalence among under 5 children,2018,Taraba,All,All,NNHS,RMNCH+N,37
Underweight prevalence among under 5 children,2018,Yobe,All,All,NNHS,RMNCH+N,35
Underweight prevalence among under 5 children,2018,Zamfara,All,All,NNHS,RMNCH+N,217
Underweight prevalence among under 5 children,2018,North-Central,All,All,NNHS,RMNCH+N,147
Underweight prevalence among under 5 children,2018,North-East,All,All,NNHS,RMNCH+N,134
Underweight prevalence among under 5 children,2018,North-West,All,All,NNHS,RMNCH+N,193
Underweight prevalence among under 5 children,2018,South-East,All,All,NNHS,RMNCH+N,190
Underweight prevalence among under 5 children,2018,South-South,All,All,NNHS,RMNCH+N,150
Underweight prevalence among under 5 children,2018,South-West,All,All,NNHS,RMNCH+N,233
Vitamin A supplementation coverage,2018,National,All,All,NNHS,RMNCH+N,127
Vitamin A supplementation coverage,2018,Abia,All,All,NNHS,RMNCH+N,71
Vitamin A supplementation coverage,2018,Adamawa,All,All,NNHS,RMNCH+N,236
Vitamin A supplementation coverage,2018,Akwa Ibom,All,All,NNHS,RMNCH+N,102
Vitamin A supplementation coverage,2018,Anambra,All,All,NNHS,RMNCH+N,59
Vitamin A supplementation coverage,2018,Bauchi,All,All,NNHS,RMNCH+N,178
Vitamin A supplementation coverage,2018,Bayelsa,All,All,NNHS,RMNCH+N,158
Vitamin A supplementation coverage,2018,Benue,All,All,NNHS,RMNCH+N,58
Vitamin A supplementation coverage,2018,Borno,All,All,NNHS,RMNCH+N,72
Vitamin A supplementation coverage,2018,Cross River,All,All,NNHS,RMNCH+N,169
Vitamin A supplementation coverage,2018,Delta,All,All,NNHS,RMNCH+N,85
Vitamin A supplementation coverage,2018,Ebonyi,All,All,NNHS,RMNCH+N,59
Vitamin A supplementation coverage,2018,Edo,All,All,NNHS,RMNCH+N,31
Vitamin A supplementation coverage,2018,Ekiti,All,All,NNHS,RMNCH+N,235
Vitamin A supplementation coverage,2018,Enugu,All,All,NNHS,RMNCH+N,141
Vitamin A supplementation coverage,2018,FCT,All,All,NNHS,RMNCH+N,161
Vitamin A supplementation coverage,2018,Gombe,All,All,NNHS,RMNCH+N,89
Vitamin A supplementation coverage,2018,Imo,All,All,NNHS,RMNCH+N,66
Vitamin A supplementation coverage,2018,Jigawa,All,All,NNHS,RMNCH+N,114
Vitamin A supplementation coverage,2018,Kaduna,All,All,NNHS,RMNCH+N,18
Vitamin A supplementation coverage,2018,Kano,All,All,NNHS,RMNCH+N,31
Vitamin A supplementation coverage,2018,Katsina,All,All,NNHS,RMNCH+N,44
Vitamin A supplementation coverage,2018,Kebbi,All,All,NNHS,RMNCH+N,141
Vitamin A supplementation coverage,2018,Kogi,All,All,NNHS,RMNCH+N,139
Vitamin A supplementation coverage,2018,Kwara,All,All,NNHS,RMNCH+N,122
Vitamin A supplementation coverage,2018,Lagos,All,All,NNHS,RMNCH+N,92
Vitamin A supplementation coverage,2018,Nasarawa,All,All,NNHS,RMNCH+N,40
Vitamin A supplementation coverage,2018,Niger,All,All,NNHS,RMNCH+N,211
Vitamin A supplementation coverage,2018,Ogun,All,All,NNHS,RMNCH+N,43
Vitamin A supplementation coverage,2018,Ondo,All,All,NNHS,RMNCH+N,142
Vitamin A supplementation coverage,2018,Osun,All,All,NNHS,RMNCH+N,34
Vitamin A supplementation coverage,2018,Oyo,All,All,NNHS,RMNCH+N,66
Vitamin A supplementation coverage,2018,Plateau,All,All,NNHS,RMNCH+N,141
Vitamin A supplementation coverage,2018,Rivers,All,All,NNHS,RMNCH+N,179
Vitamin A supplementation coverage,2018,Sokoto,All,All,NNHS,RMNCH+N,143
Vitamin A supplementation coverage,2018,Taraba,All,All,NNHS,RMNCH+N,244
Vitamin A supplementation coverage,2018,Yobe,All,All,NNHS,RMNCH+N,96
Vitamin A supplementation coverage,2018,Zamfara,All,All,NNHS,RMNCH+N,69
Vitamin A supplementation coverage,2018,North-Central,All,All,NNHS,RMNCH+N,194
Vitamin A supplementation coverage,2018,North-East,All,All,NNHS,RMNCH+N,153
Vitamin A supplementation coverage,2018,North-West,All,All,NNHS,RMNCH+N,185
Vitamin A supplementation coverage,2018,South-East,All,All,NNHS,RMNCH+N,93
Vitamin A supplementation coverage,2018,South-South,All,All,NNHS,RMNCH+N,138
Vitamin A supplementation coverage,2018,South-West,All,All,NNHS,RMNCH+N,23
Percentage of pregnant women tested for HIV during antenatal care,2018,National,All,All,NNHS,HIV,127
Percentage of pregnant women tested for HIV during antenatal care,2018,Abia,All,All,NNHS,HIV,215
Percentage of pregnant women tested for HIV during antenatal care,2018,Adamawa,All,All,NNHS,HIV,38
Percentage of pregnant women tested for HIV during antenatal care,2018,Akwa Ibom,All,All,NNHS,HIV,131
Percentage of pregnant women tested for HIV during antenatal care,2018,Anambra,All,All,NNHS,HIV,125
Percentage of pregnant women tested for HIV during antenatal care,2018,Bauchi,All,All,NNHS,HIV,189
Percentage of pregnant women tested for HIV during antenatal care,2018,Bayelsa,All,All,NNHS,HIV,46
Percentage of pregnant women tested for HIV during antenatal care,2018,Benue,All,All,NNHS,HIV,111
Percentage of pregnant women tested for HIV during antenatal care,2018,Borno,All,All,NNHS,HIV,61
Percentage of pregnant women tested for HIV during antenatal care,2018,Cross River,All,All,NNHS,HIV,133
Percentage of pregnant women tested for HIV during antenatal care,2018,Delta,All,All,NNHS,HIV,212
Percentage of pregnant women tested for HIV during antenatal care,2018,Ebonyi,All,All,NNHS,HIV,236
Percentage of pregnant women tested for HIV during antenatal care,2018,Edo,All,All,NNHS,HIV,107
Percentage of pregnant women tested for HIV during antenatal care,2018,Ekiti,All,All,NNHS,HIV,182
Percentage of pregnant women tested for HIV during antenatal care,2018,Enugu,All,All,NNHS,HIV,10
Percentage of pregnant women tested for HIV during antenatal care,2018,FCT,All,All,NNHS,HIV,150
Percentage of pregnant women tested for HIV during antenatal care,2018,Gombe,All,All,NNHS,HIV,44
Percentage of pregnant women tested for HIV during antenatal care,2018,Imo,All,All,NNHS,HIV,114
Percentage of pregnant women tested for HIV during antenatal care,2018,Jigawa,All,All,NNHS,HIV,208
Percentage of pregnant women tested for HIV during antenatal care,2018,Kaduna,All,All,NNHS,HIV,189
Percentage of pregnant women tested for HIV during antenatal care,2018,Kano,All,All,NNHS,HIV,91
Percentage of pregnant women tested for HIV during antenatal care,2018,Katsina,All,All,NNHS,HIV,245
Percentage of pregnant women tested for HIV during antenatal care,2018,Kebbi,All,All,NNHS,HIV,190
Percentage of pregnant women tested for HIV during antenatal care,2018,Kogi,All,All,NNHS,HIV,105
Percentage of pregnant women tested for HIV during antenatal care,2018,Kwara,All,All,NNHS,HIV,99
Percentage of pregnant women tested for HIV during antenatal care,2018,Lagos,All,All,NNHS,HIV,127
Percentage of pregnant women tested for HIV during antenatal care,2018,Nasarawa,All,All,NNHS,HIV,156
Percentage of pregnant women tested for HIV during antenatal care,2018,Niger,All,All,NNHS,HIV,104
Percentage of pregnant women tested for HIV during antenatal care,2018,Ogun,All,All,NNHS,HIV,58
Percentage of pregnant women tested for HIV during antenatal care,2018,Ondo,All,All,NNHS,HIV,126
Percentage of pregnant women tested for HIV during antenatal care,2018,Osun,All,All,NNHS,HIV,211
Percentage of pregnant women tested for HIV during antenatal care,2018,Oyo,All,All,NNHS,HIV,202
Percentage of pregnant women tested for HIV during antenatal care,2018,Plateau,All,All,NNHS,HIV,210
Percentage of pregnant women tested for HIV during antenatal care,2018,Rivers,All,All,NNHS,HIV,154
Percentage of pregnant women tested for HIV during antenatal care,2018,Sokoto,All,All,NNHS,HIV,181
Percentage of pregnant women tested for HIV during antenatal care,2018,Taraba,All,All,NNHS,HIV,74
Percentage of pregnant women tested for HIV during antenatal care,2018,Yobe,All,All,NNHS,HIV,124
Percentage of pregnant women tested for HIV during antenatal care,2018,Zamfara,All,All,NNHS,HIV,215
Percentage of pregnant women tested for HIV during antenatal care,2018,North-Central,All,All,NNHS,HIV,154
Percentage of pregnant women tested for HIV during antenatal care,2018,North-East,All,All,NNHS,HIV,101
Percentage of pregnant women tested for HIV during antenatal care,2018,North-West,All,All,NNHS,HIV,234
Percentage of pregnant women tested for HIV during antenatal care,2018,South-East,All,All,NNHS,HIV,224
Percentage of pregnant women tested for HIV during antenatal care,2018,South-South,All,All,NNHS,HIV,144
Percentage of pregnant women tested for HIV during antenatal care,2018,South-West,All,All,NNHS,HIV,92
DPT 3/Penta 3 coverage rate,2014,South-West,All,All,NNHS,RMNCH+N,99
DPT 3/Penta 3 coverage rate,2014,South-South,All,All,NNHS,RMNCH+N,141
Percentage of children with diarrhoea who received treatment,2014,National,All,All,NNHS,RMNCH+N,18
Percentage of children with diarrhoea who received treatment,2014,North-Central,All,All,NNHS,RMNCH+N,36
Percentage of children with diarrhoea who received treatment,2014,North-East,All,All,NNHS,RMNCH+N,36
Percentage of children with diarrhoea who received treatment,2014,North-West,All,All,NNHS,RMNCH+N,219
Percentage of children with diarrhoea who received treatment,2014,South-East,All,All,NNHS,RMNCH+N,23
Percentage of children with diarrhoea who received treatment,2014,South-South,All,All,NNHS,RMNCH+N,55
Percentage of children with diarrhoea who received treatment,2014,South-West,All,All,NNHS,RMNCH+N,26
Percentage of children with diarrhoea who received treatment,2014,Abia,All,All,NNHS,RMNCH+N,170
Percentage of children with diarrhoea who received treatment,2014,Adamawa,All,All,NNHS,RMNCH+N,10
Percentage of children with diarrhoea who received treatment,2014,Akwa Ibom,All,All,NNHS,RMNCH+N,12
Percentage of children with diarrhoea who received treatment,2014,Anambra,All,All,NNHS,RMNCH+N,91
Percentage of children with diarrhoea who received treatment,2014,Bauchi,All,All,NNHS,RMNCH+N,29
Percentage of children with diarrhoea who received treatment,2014,Bayelsa,All,All,NNHS,RMNCH+N,34
Percentage of children with diarrhoea who received treatment,2014,Benue,All,All,NNHS,RMNCH+N,183
Percentage of children with diarrhoea who received treatment,2014,Borno,All,All,NNHS,RMNCH+N,136
Percentage of children with diarrhoea who received treatment,2014,Cross River,All,All,NNHS,RMNCH+N,116
Percentage of children with diarrhoea who received treatment,2014,Delta,All,All,NNHS,RMNCH+N,168
Percentage of children with diarrhoea who received treatment,2014,Ebonyi,All,All,NNHS,RMNCH+N,151
Percentage of children with diarrhoea who received treatment,2014,Edo,All,All,NNHS,RMNCH+N,192
Percentage of children with diarrhoea who received treatment,2014,Ekiti,All,All,NNHS,RMNCH+N,18
Percentage of children with diarrhoea who received treatment,2014,Enugu,All,All,NNHS,RMNCH+N,132
Percentage of children with diarrhoea who received treatment,2014,FCT,All,All,NNHS,RMNCH+N,48
Percentage of children with diarrhoea who received treatment,2014,Gombe,All,All,NNHS,RMNCH+N,194
Percentage of children with diarrhoea who received treatment,2014,Imo,All,All,NNHS,RMNCH+N,203
Percentage of children with diarrhoea who received treatment,2014,Jigawa,All,All,NNHS,RMNCH+N,88
Percentage of children with diarrhoea who received treatment,2014,Kaduna,All,All,NNHS,RMNCH+N,80
Percentage of children with diarrhoea who received treatment,2014,Kano,All,All,NNHS,RMNCH+N,218
Percentage of children with diarrhoea who received treatment,2014,Katsina,All,All,NNHS,RMNCH+N,92
Percentage of children with diarrhoea who received treatment,2014,Kebbi,All,All,NNHS,RMNCH+N,48
Percentage of children with diarrhoea who received treatment,2014,Kogi,All,All,NNHS,RMNCH+N,27
Percentage of children with diarrhoea who received treatment,2014,Kwara,All,All,NNHS,RMNCH+N,173
Percentage of children with diarrhoea who received treatment,2014,Lagos,All,All,NNHS,RMNCH+N,165
Percentage of children with diarrhoea who received treatment,2014,Nasarawa,All,All,NNHS,RMNCH+N,48
Percentage of children with diarrhoea who received treatment,2014,Niger,All,All,NNHS,RMNCH+N,99
Percentage of children with diarrhoea who received treatment,2014,Ogun,All,All,NNHS,RMNCH+N,13
Percentage of children with diarrhoea who received treatment,2014,Ondo,All,All,NNHS,RMNCH+N,83
Percentage of children with diarrhoea who received treatment,2014,Osun,All,All,NNHS,RMNCH+N,94
Percentage of children with diarrhoea who received treatment,2014,Oyo,All,All,NNHS,RMNCH+N,123
Percentage of children with diarrhoea who received treatment,2014,Plateau,All,All,NNHS,RMNCH+N,180
Percentage of children with diarrhoea who received treatment,2014,Rivers,All,All,NNHS,RMNCH+N,166
Percentage of children with diarrhoea who received treatment,2014,Sokoto,All,All,NNHS,RMNCH+N,78
Percentage of children with diarrhoea who received treatment,2014,Taraba,All,All,NNHS,RMNCH+N,206
Percentage of children with diarrhoea who received treatment,2014,Yobe,All,All,NNHS,RMNCH+N,48
Percentage of children with diarrhoea who received treatment,2014,Zamfara,All,All,NNHS,RMNCH+N,130
Prevalence of wasting among under 5 children,2015,National,All,All,NNHS,RMNCH+N,169
ANC Coverage (at least 1 visit),2015,North-Central,All,All,NNHS,RMNCH+N,90
ANC Coverage (at least 1 visit),2015,North-East,All,All,NNHS,RMNCH+N,236
ANC Coverage (at least 1 visit),2015,North-West,All,All,NNHS,RMNCH+N,194
ANC Coverage (at least 1 visit),2015,South-East,All,All,NNHS,RMNCH+N,67
ANC Coverage (at least 1 visit),2015,South-South,All,All,NNHS,RMNCH+N,91
ANC Coverage (at least 1 visit),2015,South-West,All,All,NNHS,RMNCH+N,22
Prevalence of stunting among under 5 children,2018,Plateau,All,All,NNHS,RMNCH+N,14
ANC Coverage (at least 1 visit),2015,National,All,All,NNHS,RMNCH+N,209
ANC Coverage (at least 1 visit),2015,Abia,All,All,NNHS,RMNCH+N,26
ANC Coverage (at least 1 visit),2015,Adamawa,All,All,NNHS,RMNCH+N,135
ANC Coverage (at least 1 visit),2015,Akwa Ibom,All,All,NNHS,RMNCH+N,186
ANC Coverage (at least 1 visit),2015,Anambra,All,All,NNHS,RMNCH+N,241
ANC Coverage (at least 1 visit),2015,Bauchi,All,All,NNHS,RMNCH+N,131
ANC Coverage (at least 1 visit),2015,Bayelsa,All,All,NNHS,RMNCH+N,93
ANC Coverage (at least 1 visit),2015,Benue,All,All,NNHS,RMNCH+N,105
ANC Coverage (at least 1 visit),2015,Borno,All,All,NNHS,RMNCH+N,101
ANC Coverage (at least 1 visit),2015,Cross River,All,All,NNHS,RMNCH+N,182
ANC Coverage (at least 1 visit),2015,Delta,All,All,NNHS,RMNCH+N,102
ANC Coverage (at least 1 visit),2015,Ebonyi,All,All,NNHS,RMNCH+N,66
ANC Coverage (at least 1 visit),2015,Edo,All,All,NNHS,RMNCH+N,163
ANC Coverage (at least 1 visit),2015,Ekiti,All,All,NNHS,RMNCH+N,141
ANC Coverage (at least 1 visit),2015,Enugu,All,All,NNHS,RMNCH+N,86
ANC Coverage (at least 1 visit),2015,Gombe,All,All,NNHS,RMNCH+N,125
ANC Coverage (at least 1 visit),2015,Imo,All,All,NNHS,RMNCH+N,38
ANC Coverage (at least 1 visit),2015,Jigawa,All,All,NNHS,RMNCH+N,239
ANC Coverage (at least 1 visit),2015,Kaduna,All,All,NNHS,RMNCH+N,180
ANC Coverage (at least 1 visit),2015,Kano,All,All,NNHS,RMNCH+N,147
ANC Coverage (at least 1 visit),2015,Katsina,All,All,NNHS,RMNCH+N,26
ANC Coverage (at least 1 visit),2015,Kebbi,All,All,NNHS,RMNCH+N,103
ANC Coverage (at least 1 visit),2015,Kogi,All,All,NNHS,RMNCH+N,49
ANC Coverage (at least 1 visit),2015,Kwara,All,All,NNHS,RMNCH+N,169
ANC Coverage (at least 1 visit),2015,Lagos,All,All,NNHS,RMNCH+N,161
ANC Coverage (at least 1 visit),2015,Nasarawa,All,All,NNHS,RMNCH+N,62
ANC Coverage (at least 1 visit),2015,Niger,All,All,NNHS,RMNCH+N,156
ANC Coverage (at least 1 visit),2015,Ogun,All,All,NNHS,RMNCH+N,237
ANC Coverage (at least 1 visit),2015,Ondo,All,All,NNHS,RMNCH+N,126
ANC Coverage (at least 1 visit),2015,Osun,All,All,NNHS,RMNCH+N,240
ANC Coverage (at least 1 visit),2015,Oyo,All,All,NNHS,RMNCH+N,35
ANC Coverage (at least 1 visit),2015,Plateau,All,All,NNHS,RMNCH+N,87
ANC Coverage (at least 1 visit),2015,Rivers,All,All,NNHS,RMNCH+N,107
ANC Coverage (at least 1 visit),2015,Sokoto,All,All,NNHS,RMNCH+N,120
ANC Coverage (at least 1 visit),2015,Taraba,All,All,NNHS,RMNCH+N,245
ANC Coverage (at least 1 visit),2015,Yobe,All,All,NNHS,RMNCH+N,186
ANC Coverage (at least 1 visit),2015,Zamfara,All,All,NNHS,RMNCH+N,231
ANC Coverage (at least 1 visit),2015,FCT,All,All,NNHS,RMNCH+N,219
Adolescent birth rate,2017,National,All,All,World Bank,RMNCH+N,173
ANC Coverage (4 visits),1986,National,All,All,World Bank,RMNCH+N,90
ANC Coverage (4 visits),1990,National,All,All,World Bank,RMNCH+N,90
ANC Coverage (4 visits),1999,National,All,All,World Bank,RMNCH+N,92
ANC Coverage (4 visits),2003,National,All,All,World Bank,RMNCH+N,120
ANC Coverage (4 visits),2008,National,All,All,World Bank,RMNCH+N,93
ANC Coverage (4 visits),2011,National,All,All,World Bank,RMNCH+N,144
ANC Coverage (4 visits),2013,National,All,All,World Bank,RMNCH+N,229
ANC Coverage (4 visits),2015,National,All,All,World Bank,RMNCH+N,12
ANC Coverage (4 visits),2017,National,All,All,World Bank,RMNCH+N,11
Contraceptive prevalence rate,2018,National,All,All,World Bank,RMNCH+N,142
DPT 3/Penta 3 coverage rate,1984,National,All,All,World Bank,RMNCH+N,244
DPT 3/Penta 3 coverage rate,1985,National,All,All,World Bank,RMNCH+N,249
DPT 3/Penta 3 coverage rate,1986,National,All,All,World Bank,RMNCH+N,149
DPT 3/Penta 3 coverage rate,1987,National,All,All,World Bank,RMNCH+N,172
DPT 3/Penta 3 coverage rate,1988,National,All,All,World Bank,RMNCH+N,23
DPT 3/Penta 3 coverage rate,1989,National,All,All,World Bank,RMNCH+N,10
DPT 3/Penta 3 coverage rate,2015,National,All,All,World Bank,RMNCH+N,208
DPT 3/Penta 3 coverage rate,2016,National,All,All,World Bank,RMNCH+N,241
DPT 3/Penta 3 coverage rate,2017,National,All,All,World Bank,RMNCH+N,105
DPT 3/Penta 3 coverage rate,2018,National,All,All,World Bank,RMNCH+N,111
Infant Mortality rate,1964,National,All,All,World Bank,Child Mortality,127
Infant Mortality rate,1965,National,All,All,World Bank,Child Mortality,33
Infant Mortality rate,1966,National,All,All,World Bank,Child Mortality,220
Infant Mortality rate,1967,National,All,All,World Bank,Child Mortality,153
Infant Mortality rate,1968,National,All,All,World Bank,Child Mortality,215
Infant Mortality rate,1969,National,All,All,World Bank,Child Mortality,229
Infant Mortality rate,1970,National,All,All,World Bank,Child Mortality,128
Infant Mortality rate,1971,National,All,All,World Bank,Child Mortality,21
Infant Mortality rate,1972,National,All,All,World Bank,Child Mortality,69
Infant Mortality rate,1973,National,All,All,World Bank,Child Mortality,83
Infant Mortality rate,1974,National,All,All,World Bank,Child Mortality,144
Infant Mortality rate,1975,National,All,All,World Bank,Child Mortality,161
Infant Mortality rate,1978,National,All,All,World Bank,Child Mortality,173
Infant Mortality rate,1979,National,All,All,World Bank,Child Mortality,207
Infant Mortality rate,1980,National,All,All,World Bank,Child Mortality,244
Infant Mortality rate,1981,National,All,All,World Bank,Child Mortality,60
Infant Mortality rate,1982,National,All,All,World Bank,Child Mortality,136
Infant Mortality rate,1983,National,All,All,World Bank,Child Mortality,146
Infant Mortality rate,1984,National,All,All,World Bank,Child Mortality,242
Infant Mortality rate,1985,National,All,All,World Bank,Child Mortality,237
Infant Mortality rate,1986,National,All,All,World Bank,Child Mortality,57
Infant Mortality rate,1987,National,All,All,World Bank,Child Mortality,189
Infant Mortality rate,1988,National,All,All,World Bank,Child Mortality,161
Infant Mortality rate,1989,National,All,All,World Bank,Child Mortality,52
Infant Mortality rate,1990,National,All,All,World Bank,Child Mortality,83
Infant Mortality rate,1991,National,All,All,World Bank,Child Mortality,201
Infant Mortality rate,1992,National,All,All,World Bank,Child Mortality,94
Infant Mortality rate,1993,National,All,All,World Bank,Child Mortality,192
Infant Mortality rate,1994,National,All,All,World Bank,Child Mortality,181
Infant Mortality rate,1995,National,All,All,World Bank,Child Mortality,59
Infant Mortality rate,1996,National,All,All,World Bank,Child Mortality,23
Infant Mortality rate,1997,National,All,All,World Bank,Child Mortality,12
Infant Mortality rate,1998,National,All,All,World Bank,Child Mortality,56
Infant Mortality rate,1999,National,All,All,World Bank,Child Mortality,233
Infant Mortality rate,2000,National,All,All,World Bank,Child Mortality,189
Infant Mortality rate,2001,National,All,All,World Bank,Child Mortality,116
Infant Mortality rate,2002,National,All,All,World Bank,Child Mortality,32
Infant Mortality rate,2003,National,All,All,World Bank,Child Mortality,185
Infant Mortality rate,2004,National,All,All,World Bank,Child Mortality,120
Infant Mortality rate,2005,National,All,All,World Bank,Child Mortality,49
Infant Mortality rate,2006,National,All,All,World Bank,Child Mortality,167
Infant Mortality rate,2007,National,All,All,World Bank,Child Mortality,32
Infant Mortality rate,2008,National,All,All,World Bank,Child Mortality,40
Infant Mortality rate,2009,National,All,All,World Bank,Child Mortality,59
Infant Mortality rate,2010,National,All,All,World Bank,Child Mortality,240
Infant Mortality rate,2011,National,All,All,World Bank,Child Mortality,233
Infant Mortality rate,2012,National,All,All,World Bank,Child Mortality,79
Infant Mortality rate,2013,National,All,All,World Bank,Child Mortality,231
Infant Mortality rate,2014,National,All,All,World Bank,Child Mortality,183
Infant Mortality rate,2015,National,All,All,World Bank,Child Mortality,220
Infant Mortality rate,2016,National,All,All,World Bank,Child Mortality,200
Infant Mortality rate,2017,National,All,All,World Bank,Child Mortality,106
Infant Mortality rate,2018,National,All,All,World Bank,Child Mortality,42
Maternal Mortality Ratio,2000,National,All,All,World Bank,Maternal Mortality,36
Maternal Mortality Ratio,2001,National,All,All,World Bank,Maternal Mortality,205
Maternal Mortality Ratio,2002,National,All,All,World Bank,Maternal Mortality,15
Maternal Mortality Ratio,2003,National,All,All,World Bank,Maternal Mortality,32
Maternal Mortality Ratio,2004,National,All,All,World Bank,Maternal Mortality,82
Maternal Mortality Ratio,2005,National,All,All,World Bank,Maternal Mortality,173
Maternal Mortality Ratio,2006,National,All,All,World Bank,Maternal Mortality,93
Maternal Mortality Ratio,2007,National,All,All,World Bank,Maternal Mortality,232
Maternal Mortality Ratio,2008,National,All,All,World Bank,Maternal Mortality,177
Maternal Mortality Ratio,2009,National,All,All,World Bank,Maternal Mortality,219
Maternal Mortality Ratio,2010,National,All,All,World Bank,Maternal Mortality,21
Maternal Mortality Ratio,2011,National,All,All,World Bank,Maternal Mortality,179
Maternal Mortality Ratio,2012,National,All,All,World Bank,Maternal Mortality,151
Maternal Mortality Ratio,2013,National,All,All,World Bank,Maternal Mortality,128
Maternal Mortality Ratio,2014,National,All,All,World Bank,Maternal Mortality,245
Maternal Mortality Ratio,2015,National,All,All,World Bank,Maternal Mortality,205
Maternal Mortality Ratio,2016,National,All,All,World Bank,Maternal Mortality,239
Maternal Mortality Ratio,2017,National,All,All,World Bank,Maternal Mortality,110
Measles Immunization Coverage,2013,National,All,All,World Bank,RMNCH+N,97
Measles Immunization Coverage,2015,National,All,All,World Bank,RMNCH+N,41
Measles Immunization Coverage,2016,National,All,All,World Bank,RMNCH+N,148
Measles Immunization Coverage,2017,National,All,All,World Bank,RMNCH+N,206
Measles Immunization Coverage,2018,National,All,All,World Bank,RMNCH+N,163
Neonatal mortality rate (per 1000 live births),1967,National,All,All,World Bank,Child Mortality,186
Neonatal mortality rate (per 1000 live births),1968,National,All,All,World Bank,Child Mortality,216
